K1;K2;K3;K4;K5;K6;K7;K8;K9;K10
0.13649616793033492;0.22919795937596343;0.9717418604066704;0.5694937214501747;0.4394951571552369;0.3242180108101378;0.2936415588610036;0.8524814135371895;0.7461933831281778;0.4694611782724224
0.48558301110125335;0.10076931535365807;0.9995907486576758;0.4306873665353389;0.36409376462696164;0.47240074306979085;0.2886130494521343;0.3862530203121418;0.5650838180370454;0.9449634464136826
0.8714858002436925;0.14992057219796573;0.6783664866440025;0.42108635213431256;0.15269567949168283;0.6656733662688705;0.07423090802929977;0.07918100560190366;0.5860265496492186;0.6504648734104469
0.6728925394392676;0.04291450159792232;0.7260003540225993;0.25483487107388625;0.36364022165077914;0.1961766340806369;0.7649463591830641;0.8558998577371995;0.8834474543331455;0.3670256284200296
0.585647003019526;0.45609759757620216;0.03500532140722068;0.4630621385680562;0.8663881209989448;0.019676946493032088;0.4933883828863299;0.5301830663588324;0.6161944312465489;0.7073859059447326
0.2919336320138556;0.3935881892084623;0.9151146989924109;0.8907980329877585;0.2871965078821881;0.43667988241936884;0.4137539516996903;0.7909090624732982;0.9117003838997473;0.6036493289749524
0.31084973119702286;0.3892314671135151;0.02306923354859125;0.5986872135059765;0.8353924783936932;0.5072082235496124;0.8437239563231794;0.41111615514479083;0.4001094354121111;0.013353491984996912
0.9964224595459912;0.08606607755466444;0.4833429498176637;0.3378719651198395;0.07392762996611757;0.8332541610615173;0.27704896295697523;0.5998211171912465;0.10348724509455376;0.639172146419554
0.2095271927158493;0.645527535716014;0.9749075058379023;0.7271989126879203;0.31883226203977133;0.008562914403867139;0.5435395974893921;0.5878478092306798;0.8951360657045407;0.45013092219353
0.5264881514659797;0.9656986654890747;0.11501854018400737;0.4175135541213505;0.712686974219542;0.2514313638387953;0.9562908587717659;0.2585909115661422;0.8980501750127146;0.9597040561583411
0.7282995376003046;0.07144700680679816;0.8494815388525925;0.16671459278917689;0.24743324927031085;0.18232538537274212;0.665954551481556;0.6156609844868774;0.5109100709866409;0.5556332857139198
0.7934645251097371;0.9989159190987932;0.016269329327660786;0.9243332140729013;0.9139307507021546;0.38866575027986217;0.13437923288917142;0.6053395183530105;0.2639148818571875;0.15242100992585716
0.30002769652436556;0.8093502047223631;0.21840527218045191;0.032439295577933014;0.8279597788218608;0.1492095794706506;0.4640468221014483;0.6885812905462266;0.1340852225055833;0.040666702578325054
0.5023182186258727;0.3519469979379608;0.12783589817910235;0.17139298012034676;0.32416816409126337;0.6100933910635815;0.8242181079828198;0.4068612252627688;0.4608921950646875;0.010238629743031025
0.6881735319473394;0.6432286236473486;0.8716107351939154;0.9714629023630476;0.24235798974011125;0.8657700117568565;0.5658025584681613;0.7615328909461256;0.8902264798976323;0.9439562856953425
0.5110649377127766;0.258998666365038;0.9370652252395388;0.5165171204912783;0.22899489523181815;0.11620603787208073;0.13840789340483517;0.22294737738230408;0.6132637525342596;0.11220887013998093
0.11303926521199681;0.49514918808323993;0.39152006275950235;0.545450738059276;0.4697308924365987;0.7356312226963418;0.6176416955082018;0.1762430752945212;0.0004736982468875883;0.7008620128263301
0.30034743219349935;0.653623032021276;0.5775571744487153;0.013309452777326314;0.25071368536228944;0.4516813961473446;0.4379205799503545;0.4384560902904747;0.5120128264842334;0.5460271031228874
0.5134208056846811;0.8867735187202112;0.8757293811125813;0.5031052581056414;0.7359042891906036;0.16871806793170308;0.9481855212606105;0.8783972526964781;0.04177422658133301;0.746613287359511
0.955216139023019;0.9230185684532674;0.3116877473391949;0.20885852881753664;0.26072719232513286;0.814460310116988;0.6408701770485217;0.25210016633043064;0.6082200007922549;0.3291748770611831
0.0379062340146441;0.988581001334369;0.3506210797288296;0.4790543446229848;0.9411339735070168;0.8852543658029249;0.9750474921093664;0.8561162532331017;0.41837916384748;0.9495606948522082
0.4251096700511233;0.4732221947487115;0.7437344843338978;0.8181459460780316;0.7831683756473835;0.42003436245836134;0.890706082081756;0.7267228601835577;0.07163668939713452;0.015116703018832167
0.45812220541491466;0.25628121588614294;0.5021099927530487;0.3856286028673014;0.4209901940840054;0.6444083653130401;0.6095867401726887;0.9413019344503414;0.16953482132512476;0.7424413729739824
0.0436423772956922;0.6142257747529108;0.2535399764495614;0.4648877868193464;0.19154879992397333;0.22552384939362802;0.09424267064356218;0.07847397337478934;0.7232426762629988;0.8694703415099271
0.5325896063733575;0.16426333383261893;0.5293567702000214;0.6496404268524903;0.2954345590858868;0.718276028596483;0.6751270224083445;0.9791379673295361;0.011628329173661967;0.31800074155328373
0.41147283774783694;0.3591364902724101;0.6062873040226491;0.9933866310943136;0.4823989574634465;0.7646732301037892;0.307016215045521;0.1600177281959243;0.28291177729169703;0.49390090744367676
0.7723682400607401;0.46771156577968787;0.06670694976175418;0.5897263061228752;0.6706962719281117;0.9667005334469946;0.6613959839436497;0.0206474429211283;0.6126264023140652;0.5035373230772806
0.36896903857125096;0.8328961120369496;0.22063384954821885;0.5044972677484924;0.1282736991135327;0.29302225413562266;0.6976520963138603;0.6746725875763157;0.08656209668310644;0.5310321766679633
0.79569529969971;0.6064883192284489;0.5655403520467766;0.5276676860901539;0.866240213029948;0.3789491187313959;0.029965550812127817;0.6429910171975579;0.26101432833603344;0.15600149355682158
0.18294893776175314;0.7485696996859935;0.1573244727815638;0.5101485727895971;0.625669639321865;0.9427098319662284;0.6970227507342481;0.6792621412478351;0.9332851493646803;0.17163583553370987
0.9961685726782737;0.10766121490525393;0.6735290127622766;0.7009614832347941;0.2552034026521647;0.07007419666685277;0.35539756178616166;0.5428248240198144;0.004834439520360445;0.9184771080127349
0.7214696485322288;0.11771411365489082;0.9797296921960319;0.6891570019976644;0.6536955515373343;0.8470364437321564;0.14057561783322736;0.9177645862337261;0.4579056069230123;0.3874139777284522
0.06532493638197145;0.5983740497266248;0.9733160775895586;0.794950941996325;0.06511509526922499;0.6148585933150486;0.704335321337391;0.9585140823611019;0.9340066415949972;0.8806867735394933
0.6576114621656821;0.31689794704418195;0.4908771939223022;0.16318608647785304;0.49667227501604505;0.9038312425660572;0.44639113845548195;0.4805548768156157;0.18070176161128437;0.5436240875762173
0.2873642654530917;0.04414605896392909;0.9647884404398636;0.4456382080754757;0.4938951872758435;0.36861297949070493;0.903477700580041;0.7481591807438074;0.7420598093568163;0.825114210818885
0.19211476104154757;0.4369560827758756;0.8726775866679826;0.24102968646044776;0.9882729069644509;0.7349442992840299;0.19201180276903096;0.5839675768139484;0.7348658760525903;0.8428810216144211
0.1438482525835607;0.82695560859785;0.4193367090166126;0.49162936084429076;0.6621513841430309;0.7586523856545027;0.4255991854184289;0.4260719968593215;0.5952464095258975;0.05967921587793734
0.18702586483268302;0.17124117080736878;0.6190272154061114;0.7318777121950306;0.5454583186718823;0.5134129581209864;0.5300287884679034;0.046565709722126924;0.6145913829631424;0.20150648668925808
0.34826597807775095;0.07162437410838562;0.8434347466027435;0.6080565933610564;0.13432530943891974;0.674194083005846;0.6967565639214005;0.03708986955122018;0.7179226332011996;0.18367598559868648
0.5418375566509831;0.9624018790961595;0.07995820690303779;0.16647480269795878;0.37375292004285987;0.06090405749433303;0.739487384501046;0.9858942878630337;0.3055680430465507;0.31148063185237285
0.31696697538824337;0.6287481053550548;0.825308715621495;0.37286698244384087;0.34753827090338685;0.7621247436613509;0.10889950302553919;0.22685007937360624;0.7158404299054523;0.1015499695912131
0.036590617288081106;0.17203253835451604;0.5120818672973083;0.5411386659808493;0.567741226455668;0.8118022652532033;0.4327034009672859;0.7710572092653123;0.2189111350231434;0.37027135061354444
0.836550286005313;0.3593981094765788;0.34499276930044476;0.11341381309275567;0.6844437527365496;0.586278630954741;0.08304355529606056;0.6293438631173988;0.5905872843151716;0.048768873440836025
0.8554698008221671;0.9753372663202053;0.5297505660580808;0.03521764398172067;0.11341057434209201;0.06745711516460995;0.6680843013731848;0.8350468472268926;0.40097976244945865;0.5053920553655215
0.386820353441818;0.0712549752331243;0.8139896630417482;0.07493715018862712;0.665875130259983;0.9233338401835172;0.7118264337908835;0.7527412776596525;0.5653171943847056;0.686430050095262
0.2571873095667925;0.5288193840391565;0.6630302547476415;0.015416581582003208;0.5129945788968614;0.8364462763403937;0.8707242879320641;0.5617968280855635;0.9125542855964094;0.29257214424840994
0.9988038851979879;0.374201460907734;0.6036433515303123;0.37055597230904236;0.45688349855462773;0.18299078339343888;0.09472651986222247;0.6362315676800573;0.03182638462691201;0.717529302786538
0.5475288282130584;0.043730299654124116;0.3724529245774688;0.867522702099357;0.9065077190378974;0.04813272197117213;0.4982805717456664;0.13817820016426907;0.13560917273994644;0.9733690229249896
0.2558921549734523;0.8977414515651413;0.021579263722769526;0.03529252459634247;0.49445783973837254;0.40533961774926397;0.26650597912857554;0.7256971617425105;0.02971718649980193;0.4844124319640256
0.5276774947185641;0.9268413386432023;0.5517111701274695;0.9983123810713407;0.09233784493000319;0.8386320039101018;0.2212238549452764;0.8322785971820403;0.4389478834372069;0.3034042410975062
0.23625435183659083;0.03738217335313809;0.8536872485502766;0.3286429363529878;0.17065814561145465;0.10898261029600609;0.43705957246214056;0.4550055499152408;0.22083406483567225;0.7808192484748897
0.1094263434942161;0.049119079291443435;0.143148250475852;0.6665974796181271;0.8624259408308658;0.14146807537038442;0.05963423507760257;0.14794722925716774;0.29161887752627136;0.35933862976802844
0.5161547245035273;0.368767976145281;0.46769515885994584;0.2893715702566968;0.29354248643521663;0.9650874332008365;0.0306181805612602;0.9862606337846267;0.8407068072059826;0.40454661506706835
0.49793162247663736;0.9002979309506265;0.30434114718602034;0.3316000842154222;0.34263872092836345;0.4872025919610311;0.838923468673201;0.11326467006522423;0.16570886601246992;0.26651765919223724
0.13974997273498968;0.7111729942101583;0.8185505067976873;0.1260092503774315;0.9216535325969616;0.8936532581083575;0.8325374902254159;0.9677728082423921;0.21982466835553838;0.03975089308303392
0.2146108871918434;0.7607875480137978;0.9318575268306529;0.2751850745120299;0.42678290563873567;0.444660539640244;0.28277757832216166;0.9575518561233437;0.4877117494165466;0.5599432049497972
0.02571143800694764;0.596645786769832;0.45379894396556464;0.7251194573328185;0.8368430158885561;0.5363617255327356;0.05263784596781729;0.09796759676591549;0.8843377948154042;0.5344379938052711
0.9871953573811088;0.8496742209116379;0.09326977899477928;0.7429309144728232;0.010998222220865106;0.4060778221228908;0.4638122954310493;0.520713067977604;0.4986615729871253;0.14216859757675948
0.13345148049221;0.2268350105062018;0.8643827002575802;0.673267647338854;0.7255514333934148;0.18913577434510487;0.9020645979374835;0.0012712160648350457;0.7481259892679865;0.7564109358529972
0.2711129439789177;0.033609432242341475;0.05649852999152305;0.32273419722514185;0.4963094246202102;0.8715086671851058;0.08800047990095083;0.8666918204951773;0.9038483819668971;0.690392732581735
0.06629689581631504;0.6220301963532752;0.6155898070982112;0.2413803427679253;0.3702342882064026;0.4306899841067878;0.218307894147026;0.4130367482047763;0.2609012047659517;0.5931042703822138
0.15031805203847404;0.17737318125871937;0.6161668989473237;0.2135225519779128;0.14208460116610744;0.4713095481202554;0.5562545625505431;0.5195347946893303;0.10015939267844198;0.8629016477647038
0.19741424822191111;0.0864216600113572;0.07682772136756721;0.11218877011909778;0.9042122837263598;0.3274580329615623;0.8289394698063394;0.6704792739312448;0.634626228800596;0.24197299358623325
0.4403312535872138;0.8646261534678924;0.6556741968340108;0.3853758289976017;0.3538443703652293;0.7131041772482801;0.11508228358439032;0.49910931374323786;0.23530016816774013;0.7292446110461854
0.03994078606525708;0.47420191052291705;0.8295074400475271;0.6661409931872887;0.5767761162814613;0.7484966564181587;0.8662035835490752;0.6059828894216396;0.8193835221798187;0.9918038527967665
0.9562090475004821;0.1944644657017105;0.0970494549923594;0.17478517678884842;0.8924609283588373;0.5532324942736484;0.6061979027470628;0.7888928409232042;0.0459862259570013;0.16321566548136068
0.998841388069935;0.6842899244563291;0.8690892047086881;0.873963478077244;0.7932677464397557;0.33983564277775113;0.9101730573069312;0.9473097511690899;0.8953457965190752;0.9423902495500797
0.3360430499933643;0.362365476658672;0.9456723109746954;0.596582804894388;0.12644120372091183;0.2776318113741624;0.833492689622384;0.663401796775925;0.8082525481153356;0.5986007249284087
0.5232737023377292;0.03763774511921014;0.017479404568546797;0.5145280636762217;0.33472193649469917;0.6572374515780632;0.06472276279432398;0.2735315162421671;0.09303106781322623;0.8236624731950271
0.7537600069866679;0.04577361872102337;0.9602365401084033;0.72025003695149;0.4497445169576266;0.7222827505285084;0.5332401683281515;0.5611950598213554;0.09610786846355879;0.7661430216056451
0.9403032273689849;0.8136987881894008;0.584018808475112;0.16661902573735032;0.7717731732241317;0.47347464680364026;0.09855693999770243;0.9031731448014286;0.49033782775819634;0.8720263900248596
0.5181137399964254;0.9683819411907351;0.5038558656514639;0.759823606456125;0.8889718091814746;0.32065507108318636;0.6571785516627007;0.9251817942902943;0.17011230289413215;0.7805974168934512
0.37840015479070854;0.3188656130408192;0.006369163469826855;0.5343366754260359;0.12599476740257942;0.28759897683522395;0.427178768983678;0.8966720528238683;0.48087883053962843;0.050207953219350454
0.45165927678774476;0.603617165341723;0.44306038696986993;0.3363789376738515;0.7929826144838413;0.1319268381525195;0.00809101944549051;0.8238754529831388;0.6515972138364213;0.371196885835541
0.7596583193997967;0.7653116991329549;0.8244871223953695;0.8976034607682165;0.14624948603029564;0.7527552091595531;0.39616967915757106;0.9157409046647675;0.42129159664068505;0.6365584939884453
0.8986304287830635;0.9248125538474881;0.5605536994999882;0.745807287266722;0.6605867548585218;0.24254847891359133;0.9720128110488278;0.7990480334893659;0.1336355415982432;0.8182120115641743
0.514740700336388;0.5278757714731934;0.9698825766304234;0.6253309150974278;0.41924621694371256;0.4113839207512584;0.9264207845385299;0.18185197528739494;0.796091643043163;0.6503821163669326
0.591190169835558;0.3374526724668909;0.9699968039508428;0.9564643754776923;0.688292834079548;0.10198211398014245;0.62304526967441;0.4802757669940775;0.05853269727391974;0.5216710780597354
0.8949798258778027;0.33562849977819187;0.9374846015779371;0.020754949119147992;0.12316007431856746;0.4828618455836491;0.09852417771237931;0.37583850749199144;0.5239607329260231;0.8133591546851067
0.8500616773642284;0.3896724030870612;0.7793469004234993;0.699343042306922;0.8653928551315369;0.9185058208987517;0.4854499702530065;0.395758321251403;0.8834762909931902;0.7387653219657994
0.6017831694877801;0.0981267421493709;0.8943324686258488;0.617020476587948;0.8203361313894739;0.6036175505002993;0.32298575111753214;0.14145584019473045;0.4378763678144081;0.9092960570067349
0.2554530805337297;0.7582251464397451;0.3681831886828635;0.5793010539389895;0.8313831706622408;0.06590171641811637;0.08300184693030899;0.06771022702688179;0.17599018553677137;0.4700354226564656
0.32636176560038554;0.8196894268425089;0.23119980573871723;0.6970006258594144;0.589679265619218;0.462006366288519;0.18372373957322774;0.6747053373994529;0.00912682769600126;0.2148088187239965
0.03605175461007404;0.8618631895377273;0.49944979629386443;0.19968602046002837;0.2566119837531664;0.7280780835546068;0.8596774775157427;0.3867129250134861;0.7459541303174508;0.7224358246374352
0.7614267736026655;0.9972754059655167;0.9319215015969216;0.2866333109884066;0.5083360230776997;0.34597852559270204;0.0866418781005257;0.8298390045815415;0.36051266304529483;0.33834098735755536
0.777445395491921;0.9753220409411782;0.2813188619966672;0.24182550892825083;0.12140744045555119;0.5385950553583466;0.0763851313958146;0.17604447037073423;0.4228358267545217;0.7968541162484425
0.836146666445629;0.09086011281136175;0.24895502451363416;0.6689183338128174;0.34727239645235375;0.5036516825499329;0.7741807943175876;0.8066250268968133;0.5490648626353423;0.4590856773575809
0.9362628880921707;0.2788641170398416;0.18501021827760422;0.4694085953389503;0.7107648634736109;0.5250946319971002;0.22829538822606754;0.11318217026497657;0.6247182533777914;0.9941421050197692
0.5834154484840639;0.519189411742024;0.49824484116717715;0.3265330617518314;0.7994187273247079;0.7894318663884962;0.693772315543585;0.15555436311646953;0.3504259684518053;0.38683579708683136
0.8639502678173716;0.3544192578606242;0.735256876610929;0.290742980417637;0.5737493985798335;0.2509519016965617;0.19404697535089976;0.46249566181974144;0.5933879659283854;0.8013798506660118
0.32241225463311785;0.9743369408465113;0.44308924762436197;0.6224978508519564;0.940296474672819;0.3730255412506768;0.7599467174759877;0.6923630018618939;0.024097642397509333;0.1382487305108464
0.6590812891092627;0.3847321370467751;0.7106649902062377;0.9963763725743858;0.3247620225717437;0.1933382044572468;0.5104023633655136;0.5276483534696517;0.29805199578294983;0.6023149991527066
0.4410638687793269;0.4776711387775012;0.3534198784031013;0.9687436703325588;0.3399833099123054;0.6255140153484912;0.5481026388243306;0.1202145135459961;0.25997135983207154;0.5604512728344775
0.5634671625701113;0.5145497710754618;0.07841718154794464;0.9082492379613044;0.9671165193543465;0.09433881721770077;0.9399115680722377;0.9015020310227558;0.6992781513194233;0.864364935022832
0.5066543965224065;0.6944388403835324;0.8250622542461817;0.7965285515043212;0.2704116303969525;0.1907505983557788;0.28752809566229287;0.3842094790365084;0.03419020944795592;0.011991367404809883
0.07556124380983464;0.30916691973132626;0.6518692753868781;0.8908994741675036;0.0200996146377318;0.5076304288703833;0.1596176653189344;0.3676299094613841;0.0070797364048796885;0.5827436497296753
0.14558657259596908;0.7744008362876345;0.14023331874874834;0.37846960596709855;0.8032334086157022;0.1473163075382783;0.25331223330773034;0.38011387007742026;0.3212652809646316;0.3624752457688105
0.898470107403126;0.6366097430801858;0.4271625701298948;0.07853617793874612;0.6204155723663941;0.8772195414738282;0.41142567973036503;0.45358066464635016;0.2419147824808292;0.5910116041265295
0.07778753745003453;0.9788892272289427;0.6671127993488553;0.9751213904723989;0.28990486200395094;0.7046723983015839;0.2830405737358447;0.3755604062241953;0.6330682125328386;0.5919186168758607
0.5839723448721671;0.5114136129587209;0.9805557733480548;0.08909045890558998;0.9264683875924249;0.08633173683503104;0.6818379304451426;0.34141990747879536;0.6991249928953733;0.8985076714649136
0.4907847860460215;0.3296583006817022;0.06334010187060113;0.1529269943133934;0.3236563182520643;0.7988204975523824;0.09302234035371437;0.02945716726820724;0.16940139282502098;0.914202563595749
0.027257188937723553;0.8554660205916932;0.6137940012051439;0.4442365911473932;0.897762428691734;0.14681603039701052;0.20797922293347038;0.5905948808426086;0.17512030635239784;0.4829286276357866
0.9800111132100118;0.5288305009921165;0.6828015463199187;0.3327184048968326;0.5426346483024244;0.3520525649625006;0.8421557192528631;0.7471119841316803;0.0711602482954774;0.3430825580291861
0.2767294731003147;0.2529905391802657;0.2687285175335621;0.13898280950464303;0.8465679527550719;0.5754073909722971;0.5273639672146866;0.3144406388111709;0.14965495340849977;0.4525113416293569
0.43797203258863693;0.9744026452671434;0.8552254418589174;0.976542580687094;0.11095593466727427;0.8100577278075533;0.7952230145583519;0.7880342928414276;0.8056225173774268;0.2287660136346189
0.35186498057859095;0.6718181049643248;0.9584100935143199;0.12414653929935826;0.2365848488512159;0.45352533803437056;0.9071676804936091;0.9382294510654718;0.5442570383806691;0.10350866197855657
0.7133376302172787;0.9696570349873027;0.5710930680526889;0.7945787387420161;0.40931296815067064;0.5835596755359584;0.0394225554673322;0.7970119238475964;0.9289325723875322;0.6293692582676828
0.07965140708912599;0.0005938760571008173;0.047052040782942006;0.5429624581559865;0.6508379906198458;0.7349999983468032;0.34925336517761363;0.42501437713456236;0.5812815031588556;0.895690920539807
0.9339511994042731;0.8651231047791049;0.020983183149785534;0.7428251895319115;0.4261224165230234;0.624909393409487;0.7655589306404119;0.2654454267112486;0.3912378586795783;0.5538437134877779
0.7722308614672067;0.33446189123747916;0.7972454146821957;0.35400953864787943;0.06517972577079056;0.247698097114477;0.4436614853439521;0.21638613235577642;0.9661370250808424;0.8358551453760656
0.6782549259278653;0.75909429964988;0.4548977648679102;0.1644814951900041;0.9659829975035742;0.4949063879645653;0.6849409663447437;0.1135007340722134;0.52315342158424;0.2510545213372595
0.9328423974495434;0.566138692927879;0.09265944559415396;0.19879397666908216;0.8696909149441554;0.6669069086343657;0.5433257240163283;0.6699556127259405;0.7155727658559068;0.06453284253765246
0.8858444087280053;0.29013450002794683;0.10987006524384912;0.2806442739052971;0.048079671462141205;0.03674102537453561;0.2599575264552737;0.46061050741724696;0.22533928736506037;0.5945459901685776
0.165817356602309;0.9727047068937119;0.8614584820798814;0.05434359713382031;0.6611446295620025;0.12466084066268979;0.3199402547433077;0.24238012432962797;0.39016334026194166;0.6929794839932577
0.2493734591344503;0.06499782367300078;0.07359522585248979;0.0869620962126284;0.39010357900082393;0.6041532656845076;0.48601334073514846;0.07195288810077838;0.12293530949124565;0.5376224186523549
0.7017646329602193;0.12838504661763406;0.040166491756741474;0.3351308725242057;0.7332046662792776;0.48301743153353005;0.061959472992598075;0.5572667282435193;0.8189943867236781;0.380186542942479
0.3991592895101359;0.776289148464649;0.4224947206097587;0.873602115317496;0.0460421899076231;0.9483905773114105;0.35610231976794715;0.48390696971068337;0.25347257713602456;0.6006287708064622
0.8433945506126683;0.3964698601942015;0.45849997892721783;0.7267235208142914;0.7512744610449817;0.20691528025481887;0.32650526286908443;0.24601283834148702;0.48506769997241816;0.45699399205599367
0.6789162610791857;0.4884786704231543;0.2847529427083433;0.34020471480766923;0.027560746289052918;0.35761426458209467;0.7553674640066681;0.9348547154705599;0.46479362617670883;0.7268047958945293
0.01915059635915073;0.7644956046005326;0.48904437765275477;0.5083342490385934;0.7300633530680951;0.19067813765923158;0.43616946852353355;0.7482751702892169;0.6646432967274426;0.36324720197082394
0.8149458520509664;0.6856301837625034;0.7134556594589471;0.7626194859750297;0.13025916496222245;0.06714365674726663;0.8863935573788186;0.8697179678999288;0.9416004970318372;0.082459470983968
